Store,CompetitionDistance,CompetitionOpenSinceMonth,CompetitionOpenSinceYear,Promo2,Promo2SinceWeek,Promo2SinceYear,isTypeA,isTypeB,isTypeC,isTypeD,isAssortmentBasic,isAssortmentExtra,isAssortmentExtended,PromoIntervalList,TimesPromo2RenewedEachYear
829,110.0,0.0,0.0,0,0.0,0.0,0,0,1,0,1,0,0,0,0
830,6320.0,0.0,0.0,1,5.0,2011.0,1,0,0,0,0,0,1,"[1, 4, 7, 10]",4
831,800.0,6.0,2007.0,0,0.0,0.0,1,0,0,0,1,0,0,0,0
832,5070.0,0.0,0.0,1,45.0,2009.0,0,0,0,1,1,0,0,"[2, 5, 8, 11]",4
833,3290.0,12.0,1999.0,1,35.0,2010.0,0,0,0,1,0,0,1,"[3, 6, 9, 12]",4
834,3470.0,3.0,2012.0,0,0.0,0.0,1,0,0,0,1,0,0,0,0
835,2890.0,12.0,2007.0,1,10.0,2014.0,1,0,0,0,1,0,0,"[3, 6, 9, 12]",4
836,2720.0,9.0,2012.0,0,0.0,0.0,1,0,0,0,1,0,0,0,0
837,14600.0,4.0,2015.0,0,0.0,0.0,1,0,0,0,0,0,1,0,0
838,6890.0,0.0,0.0,1,48.0,2011.0,0,0,0,1,0,0,1,"[3, 6, 9, 12]",4
839,240.0,1.0,2015.0,0,0.0,0.0,0,0,1,0,1,0,0,0,0
840,1070.0,9.0,2009.0,0,0.0,0.0,1,0,0,0,1,0,0,0,0
841,27650.0,8.0,2004.0,0,0.0,0.0,1,0,0,0,1,0,0,0,0
842,1200.0,11.0,2007.0,0,0.0,0.0,0,0,0,1,0,0,1,0,0
843,60.0,4.0,2006.0,0,0.0,0.0,0,0,1,0,1,0,0,0,0
844,2030.0,9.0,2012.0,1,18.0,2011.0,1,0,0,0,1,0,0,"[2, 5, 8, 11]",4
845,7860.0,11.0,2005.0,1,14.0,2011.0,0,0,0,1,1,0,0,"[1, 4, 7, 10]",4
846,8860.0,4.0,2004.0,1,37.0,2009.0,1,0,0,0,0,0,1,"[1, 4, 7, 10]",4
847,190.0,0.0,0.0,1,31.0,2013.0,0,0,1,0,0,0,1,"[2, 5, 8, 11]",4
848,370.0,7.0,2007.0,1,14.0,2011.0,1,0,0,0,0,0,1,"[1, 4, 7, 10]",4
849,5000.0,0.0,0.0,0,0.0,0.0,0,0,1,0,0,0,1,0,0
850,1120.0,5.0,2007.0,1,31.0,2013.0,0,0,0,1,1,0,0,"[1, 4, 7, 10]",4
851,2330.0,0.0,0.0,1,49.0,2014.0,0,0,0,1,0,0,1,"[3, 6, 9, 12]",4
852,940.0,4.0,2004.0,1,14.0,2011.0,0,0,1,0,1,0,0,"[1, 4, 7, 10]",4
853,14040.0,0.0,0.0,0,0.0,0.0,1,0,0,0,1,0,0,0,0
854,4770.0,0.0,0.0,1,13.0,2010.0,0,0,1,0,1,0,0,"[1, 4, 7, 10]",4
855,3440.0,0.0,0.0,1,45.0,2009.0,1,0,0,0,1,0,0,"[2, 5, 8, 11]",4
856,3020.0,2.0,2010.0,0,0.0,0.0,1,0,0,0,1,0,0,0,0
857,6270.0,8.0,2005.0,1,23.0,2014.0,0,0,1,0,1,0,0,"[3, 6, 9, 12]",4
858,3370.0,12.0,2008.0,1,40.0,2014.0,1,0,0,0,1,0,0,"[1, 4, 7, 10]",4
859,21770.0,7.0,2015.0,0,0.0,0.0,0,0,1,0,1,0,0,0,0
860,5980.0,2.0,2010.0,0,0.0,0.0,0,0,1,0,0,0,1,0,0
861,740.0,0.0,0.0,1,14.0,2013.0,0,0,1,0,0,0,1,"[3, 6, 9, 12]",4
862,2840.0,3.0,2010.0,1,14.0,2011.0,1,0,0,0,0,0,1,"[1, 4, 7, 10]",4
863,21370.0,11.0,2010.0,0,0.0,0.0,1,0,0,0,0,0,1,0,0
864,1020.0,10.0,2012.0,1,45.0,2009.0,1,0,0,0,1,0,0,"[2, 5, 8, 11]",4
865,2640.0,0.0,0.0,0,0.0,0.0,0,0,0,1,0,0,1,0,0
866,9680.0,0.0,0.0,1,5.0,2013.0,0,0,0,1,1,0,0,"[2, 5, 8, 11]",4
867,21810.0,9.0,2012.0,0,0.0,0.0,0,0,0,1,0,0,1,0,0
868,1360.0,8.0,2005.0,1,10.0,2014.0,0,0,0,1,0,0,1,"[1, 4, 7, 10]",4
869,230.0,10.0,2001.0,1,14.0,2011.0,0,0,1,0,1,0,0,"[1, 4, 7, 10]",4
870,780.0,4.0,2009.0,0,0.0,0.0,1,0,0,0,1,0,0,0,0
871,10620.0,0.0,0.0,0,0.0,0.0,0,0,0,1,0,0,1,0,0
872,3860.0,9.0,2014.0,1,23.0,2015.0,1,0,0,0,0,0,1,"[3, 6, 9, 12]",4
873,2040.0,11.0,2008.0,0,0.0,0.0,1,0,0,0,1,0,0,0,0
874,3210.0,0.0,0.0,0,0.0,0.0,1,0,0,0,1,0,0,0,0
875,5070.0,11.0,2007.0,1,18.0,2015.0,0,0,0,1,1,0,0,"[2, 5, 8, 11]",4
876,21790.0,4.0,2005.0,1,18.0,2015.0,1,0,0,0,1,0,0,"[2, 5, 8, 11]",4
877,29190.0,0.0,0.0,0,0.0,0.0,1,0,0,0,0,0,1,0,0
878,1100.0,12.0,2014.0,0,0.0,0.0,0,0,0,1,0,0,1,0,0
879,0.0,0.0,0.0,1,5.0,2013.0,0,0,0,1,1,0,0,"[2, 5, 8, 11]",4
880,4570.0,0.0,0.0,0,0.0,0.0,1,0,0,0,0,0,1,0,0
881,180.0,3.0,2008.0,1,31.0,2013.0,1,0,0,0,1,0,0,"[2, 5, 8, 11]",4
882,30.0,4.0,2013.0,0,0.0,0.0,1,0,0,0,1,0,0,0,0
883,3200.0,6.0,2005.0,0,0.0,0.0,1,0,0,0,1,0,0,0,0
884,7550.0,0.0,0.0,0,0.0,0.0,0,0,0,1,0,0,1,0,0
885,480.0,12.0,2005.0,0,0.0,0.0,1,0,0,0,1,0,0,0,0
886,12430.0,10.0,2004.0,0,0.0,0.0,1,0,0,0,0,0,1,0,0
887,19700.0,0.0,0.0,1,37.0,2009.0,0,0,0,1,1,0,0,"[1, 4, 7, 10]",4
888,4450.0,6.0,2012.0,1,35.0,2012.0,0,0,0,1,1,0,0,"[3, 6, 9, 12]",4
889,18670.0,12.0,2005.0,0,0.0,0.0,0,0,0,1,1,0,0,0,0
890,4450.0,0.0,0.0,1,14.0,2011.0,1,0,0,0,1,0,0,"[1, 4, 7, 10]",4
891,350.0,0.0,0.0,1,31.0,2013.0,1,0,0,0,0,0,1,"[2, 5, 8, 11]",4
892,19370.0,4.0,2002.0,0,0.0,0.0,1,0,0,0,1,0,0,0,0
893,130.0,0.0,0.0,1,1.0,2013.0,1,0,0,0,1,0,0,"[1, 4, 7, 10]",4
894,190.0,11.0,2012.0,0,0.0,0.0,1,0,0,0,1,0,0,0,0
895,4150.0,0.0,0.0,0,0.0,0.0,1,0,0,0,0,0,1,0,0
896,170.0,9.0,2012.0,0,0.0,0.0,1,0,0,0,0,0,1,0,0
897,3290.0,1.0,2007.0,1,5.0,2013.0,0,0,1,0,0,0,1,"[2, 5, 8, 11]",4
898,18540.0,0.0,0.0,0,0.0,0.0,1,0,0,0,1,0,0,0,0
899,2590.0,0.0,0.0,1,13.0,2010.0,0,0,0,1,1,0,0,"[1, 4, 7, 10]",4
900,3920.0,4.0,2005.0,1,40.0,2014.0,1,0,0,0,1,0,0,"[1, 4, 7, 10]",4
901,3170.0,4.0,2014.0,0,0.0,0.0,1,0,0,0,0,0,1,0,0
902,310.0,5.0,2015.0,1,40.0,2014.0,1,0,0,0,1,0,0,"[1, 4, 7, 10]",4
903,7290.0,9.0,2014.0,0,0.0,0.0,0,0,0,1,0,0,1,0,0
904,570.0,7.0,2013.0,1,14.0,2011.0,0,0,0,1,0,0,1,"[1, 4, 7, 10]",4
905,90.0,6.0,2014.0,0,0.0,0.0,1,0,0,0,1,0,0,0,0
906,90.0,7.0,2010.0,0,0.0,0.0,1,0,0,0,1,0,0,0,0
907,250.0,0.0,0.0,0,0.0,0.0,1,0,0,0,0,0,1,0,0
908,1980.0,7.0,2010.0,1,37.0,2009.0,1,0,0,0,1,0,0,"[1, 4, 7, 10]",4
909,1680.0,0.0,0.0,1,45.0,2009.0,1,0,0,0,0,0,1,"[2, 5, 8, 11]",4
910,12480.0,0.0,0.0,1,1.0,2013.0,0,0,0,1,0,0,1,"[1, 4, 7, 10]",4
911,16490.0,0.0,0.0,0,0.0,0.0,1,0,0,0,0,0,1,0,0
912,3100.0,5.0,2010.0,0,0.0,0.0,0,0,1,0,0,0,1,0,0
913,280.0,0.0,0.0,0,0.0,0.0,1,0,0,0,1,0,0,0,0
914,2640.0,4.0,2011.0,1,22.0,2012.0,0,0,1,0,0,0,1,"[3, 6, 9, 12]",4
915,650.0,3.0,2013.0,1,40.0,2014.0,0,0,0,1,0,0,1,"[1, 4, 7, 10]",4
916,90.0,11.0,2012.0,0,0.0,0.0,1,0,0,0,1,0,0,0,0
917,7240.0,2.0,2010.0,0,0.0,0.0,1,0,0,0,1,0,0,0,0
918,18710.0,4.0,2015.0,0,0.0,0.0,1,0,0,0,0,0,1,0,0
919,2620.0,0.0,0.0,1,45.0,2009.0,1,0,0,0,1,0,0,"[2, 5, 8, 11]",4
920,850.0,2.0,2012.0,1,40.0,2014.0,1,0,0,0,1,0,0,"[1, 4, 7, 10]",4
921,840.0,9.0,2006.0,0,0.0,0.0,1,0,0,0,1,0,0,0,0
922,2110.0,3.0,2006.0,0,0.0,0.0,0,0,0,1,1,0,0,0,0
923,280.0,9.0,2008.0,0,0.0,0.0,1,0,0,0,1,0,0,0,0
924,6420.0,4.0,2011.0,1,1.0,2012.0,1,0,0,0,1,0,0,"[1, 4, 7, 10]",4
925,470.0,3.0,2007.0,1,1.0,2012.0,0,0,1,0,1,0,0,"[1, 4, 7, 10]",4
926,5150.0,3.0,2011.0,1,13.0,2010.0,0,0,0,1,0,0,1,"[1, 4, 7, 10]",4
927,480.0,0.0,0.0,0,0.0,0.0,1,0,0,0,1,0,0,0,0
928,1090.0,0.0,0.0,1,31.0,2013.0,0,0,0,1,0,0,1,"[2, 5, 8, 11]",4
929,4820.0,9.0,2013.0,0,0.0,0.0,1,0,0,0,0,0,1,0,0
930,70.0,0.0,0.0,0,0.0,0.0,1,0,0,0,1,0,0,0,0
931,1480.0,9.0,2011.0,1,1.0,2012.0,1,0,0,0,0,0,1,"[1, 4, 7, 10]",4
932,15700.0,0.0,0.0,1,13.0,2010.0,1,0,0,0,1,0,0,"[1, 4, 7, 10]",4
933,6270.0,2.0,2005.0,0,0.0,0.0,1,0,0,0,0,0,1,0,0
934,5460.0,0.0,0.0,1,14.0,2011.0,1,0,0,0,0,0,1,"[1, 4, 7, 10]",4
935,22350.0,6.0,2010.0,0,0.0,0.0,1,0,0,0,0,0,1,0,0
936,580.0,2.0,2008.0,0,0.0,0.0,1,0,0,0,1,0,0,0,0
937,2810.0,0.0,0.0,1,10.0,2014.0,0,0,0,1,1,0,0,"[1, 4, 7, 10]",4
938,2820.0,9.0,2009.0,0,0.0,0.0,1,0,0,0,1,0,0,0,0
939,1340.0,0.0,0.0,0,0.0,0.0,0,0,0,1,1,0,0,0,0
940,6470.0,9.0,2012.0,0,0.0,0.0,0,0,0,1,0,0,1,0,0
941,1200.0,12.0,2011.0,1,31.0,2013.0,1,0,0,0,1,0,0,"[1, 4, 7, 10]",4
942,6860.0,0.0,0.0,1,18.0,2011.0,0,0,0,1,0,0,1,"[1, 4, 7, 10]",4
943,18020.0,0.0,0.0,0,0.0,0.0,0,0,0,1,0,0,1,0,0
944,1670.0,7.0,2015.0,0,0.0,0.0,0,0,1,0,1,0,0,0,0
945,12480.0,3.0,2011.0,0,0.0,0.0,1,0,0,0,0,0,1,0,0
946,2220.0,12.0,2011.0,1,14.0,2015.0,1,0,0,0,1,0,0,"[1, 4, 7, 10]",4
947,460.0,3.0,2014.0,1,13.0,2010.0,1,0,0,0,1,0,0,"[1, 4, 7, 10]",4
948,1430.0,0.0,0.0,0,0.0,0.0,0,1,0,0,0,1,0,0,0
949,870.0,3.0,2006.0,0,0.0,0.0,1,0,0,0,1,0,0,0,0
950,8460.0,11.0,1994.0,0,0.0,0.0,1,0,0,0,1,0,0,0,0
951,710.0,0.0,0.0,1,40.0,2011.0,0,0,0,1,0,0,1,"[1, 4, 7, 10]",4
952,6300.0,10.0,2013.0,0,0.0,0.0,0,0,0,1,0,0,1,0,0
953,19830.0,4.0,2006.0,1,22.0,2011.0,1,0,0,0,1,0,0,"[3, 6, 9, 12]",4
954,390.0,2.0,2013.0,1,10.0,2014.0,1,0,0,0,1,0,0,"[1, 4, 7, 10]",4
955,1690.0,7.0,2009.0,1,36.0,2013.0,0,0,0,1,0,0,1,"[3, 6, 9, 12]",4
956,2330.0,10.0,2014.0,1,18.0,2011.0,1,0,0,0,1,0,0,"[2, 5, 8, 11]",4
957,1420.0,11.0,2012.0,0,0.0,0.0,0,0,0,1,0,0,1,0,0
958,440.0,11.0,2013.0,0,0.0,0.0,1,0,0,0,1,0,0,0,0
959,1060.0,12.0,2005.0,0,0.0,0.0,1,0,0,0,0,0,1,0,0
960,8990.0,0.0,0.0,1,31.0,2009.0,0,0,0,1,1,0,0,"[2, 5, 8, 11]",4
961,9430.0,0.0,0.0,0,0.0,0.0,0,0,0,1,0,0,1,0,0
962,260.0,0.0,0.0,0,0.0,0.0,0,0,1,0,1,0,0,0,0
963,23620.0,11.0,2013.0,0,0.0,0.0,1,0,0,0,0,0,1,0,0
964,270.0,0.0,0.0,1,5.0,2013.0,1,0,0,0,1,0,0,"[2, 5, 8, 11]",4
965,110.0,0.0,0.0,0,0.0,0.0,1,0,0,0,0,0,1,0,0
966,760.0,2.0,2008.0,0,0.0,0.0,1,0,0,0,1,0,0,0,0
967,3560.0,9.0,2013.0,1,36.0,2013.0,1,0,0,0,0,0,1,"[1, 4, 7, 10]",4
968,1190.0,0.0,0.0,0,0.0,0.0,0,0,1,0,1,0,0,0,0
969,600.0,11.0,1999.0,1,10.0,2013.0,1,0,0,0,0,0,1,"[1, 4, 7, 10]",4
970,910.0,12.0,2014.0,1,37.0,2009.0,1,0,0,0,1,0,0,"[1, 4, 7, 10]",4
971,1140.0,5.0,2011.0,1,14.0,2012.0,0,0,1,0,1,0,0,"[3, 6, 9, 12]",4
972,14960.0,0.0,0.0,0,0.0,0.0,1,0,0,0,1,0,0,0,0
973,330.0,0.0,0.0,1,28.0,2012.0,0,0,0,1,0,0,1,"[1, 4, 7, 10]",4
974,150.0,3.0,2011.0,1,40.0,2014.0,1,0,0,0,1,0,0,"[1, 4, 7, 10]",4
975,9630.0,0.0,0.0,1,14.0,2011.0,1,0,0,0,0,0,1,"[1, 4, 7, 10]",4
976,4180.0,0.0,0.0,0,0.0,0.0,1,0,0,0,1,0,0,0,0
977,520.0,9.0,2005.0,1,13.0,2010.0,1,0,0,0,1,0,0,"[1, 4, 7, 10]",4
978,3890.0,0.0,0.0,0,0.0,0.0,0,0,1,0,0,0,1,0,0
979,2270.0,11.0,2005.0,1,14.0,2011.0,1,0,0,0,0,0,1,"[1, 4, 7, 10]",4
980,4420.0,9.0,2005.0,0,0.0,0.0,1,0,0,0,1,0,0,0,0
981,2620.0,11.0,2002.0,0,0.0,0.0,0,0,0,1,0,0,1,0,0
982,21930.0,0.0,0.0,0,0.0,0.0,0,0,0,1,1,0,0,0,0
983,40.0,3.0,2014.0,1,1.0,2014.0,1,0,0,0,1,0,0,"[1, 4, 7, 10]",4
984,440.0,0.0,0.0,1,1.0,2013.0,0,0,1,0,1,0,0,"[1, 4, 7, 10]",4
985,490.0,5.0,2007.0,1,13.0,2010.0,0,0,1,0,0,0,1,"[1, 4, 7, 10]",4
986,620.0,10.0,2014.0,1,18.0,2014.0,1,0,0,0,1,0,0,"[2, 5, 8, 11]",4
987,1690.0,6.0,2007.0,0,0.0,0.0,0,0,1,0,1,0,0,0,0
988,30.0,11.0,2012.0,0,0.0,0.0,1,0,0,0,1,0,0,0,0
989,1640.0,6.0,2006.0,1,40.0,2011.0,1,0,0,0,1,0,0,"[1, 4, 7, 10]",4
990,20930.0,0.0,0.0,0,0.0,0.0,0,0,0,1,1,0,0,0,0
991,1010.0,0.0,0.0,0,0.0,0.0,1,0,0,0,1,0,0,0,0
992,2480.0,7.0,1990.0,0,0.0,0.0,1,0,0,0,1,0,0,0,0
993,3460.0,10.0,2013.0,1,10.0,2014.0,0,0,0,1,0,0,1,"[1, 4, 7, 10]",4
994,2290.0,7.0,2011.0,1,1.0,2012.0,1,0,0,0,1,0,0,"[1, 4, 7, 10]",4
995,6560.0,12.0,2013.0,0,0.0,0.0,0,0,0,1,1,0,0,0,0
996,2870.0,7.0,2015.0,1,13.0,2010.0,0,0,1,0,1,0,0,"[1, 4, 7, 10]",4
997,5840.0,7.0,2010.0,1,37.0,2009.0,0,0,0,1,0,0,1,"[1, 4, 7, 10]",4
998,780.0,9.0,2005.0,1,5.0,2013.0,1,0,0,0,1,0,0,"[2, 5, 8, 11]",4
999,15140.0,2.0,2002.0,1,37.0,2009.0,0,0,0,1,0,0,1,"[1, 4, 7, 10]",4
1000,2230.0,5.0,2009.0,1,40.0,2014.0,1,0,0,0,0,0,1,"[1, 4, 7, 10]",4
1001,19640.0,0.0,0.0,1,14.0,2011.0,0,0,1,0,1,0,0,"[1, 4, 7, 10]",4
1002,1130.0,11.0,2008.0,0,0.0,0.0,0,0,0,1,0,0,1,0,0
1003,170.0,7.0,2013.0,1,27.0,2013.0,1,0,0,0,1,0,0,"[1, 4, 7, 10]",4
1004,970.0,0.0,0.0,1,9.0,2011.0,0,0,0,1,0,0,1,"[3, 6, 9, 12]",4
1005,6480.0,0.0,0.0,0,0.0,0.0,1,0,0,0,1,0,0,0,0
1006,3890.0,11.0,2006.0,1,5.0,2013.0,0,0,1,0,0,0,1,"[2, 5, 8, 11]",4
1007,4180.0,9.0,2012.0,0,0.0,0.0,0,0,1,0,0,0,1,0,0
1008,30.0,9.0,2010.0,0,0.0,0.0,1,0,0,0,0,0,1,0,0
1009,230.0,7.0,2004.0,1,10.0,2014.0,1,0,0,0,1,0,0,"[1, 4, 7, 10]",4
1010,4610.0,6.0,2010.0,1,18.0,2010.0,0,0,0,1,0,0,1,"[2, 5, 8, 11]",4
1011,490.0,9.0,2012.0,1,18.0,2011.0,1,0,0,0,0,0,1,"[2, 5, 8, 11]",4
1012,6330.0,6.0,2004.0,1,39.0,2010.0,0,0,0,1,0,0,1,"[1, 4, 7, 10]",4
1013,630.0,2.0,2015.0,1,31.0,2013.0,1,0,0,0,1,0,0,"[2, 5, 8, 11]",4
1014,210.0,0.0,0.0,1,31.0,2013.0,1,0,0,0,0,0,1,"[1, 4, 7, 10]",4
1015,9910.0,12.0,2010.0,1,9.0,2011.0,0,0,0,1,0,0,1,"[3, 6, 9, 12]",4
1016,550.0,0.0,0.0,1,35.0,2010.0,0,0,1,0,0,0,1,"[3, 6, 9, 12]",4
1017,110.0,11.0,2008.0,0,0.0,0.0,0,0,1,0,1,0,0,0,0
1018,140.0,9.0,2012.0,0,0.0,0.0,0,0,1,0,0,0,1,0,0
1019,2740.0,7.0,2014.0,1,13.0,2010.0,0,0,0,1,0,0,1,"[1, 4, 7, 10]",4
1020,40.0,8.0,2015.0,0,0.0,0.0,1,0,0,0,1,0,0,0,0
1021,1080.0,5.0,2011.0,0,0.0,0.0,1,0,0,0,1,0,0,0,0
1022,1520.0,0.0,0.0,0,0.0,0.0,1,0,0,0,0,0,1,0,0
1023,3740.0,2.0,2002.0,1,14.0,2011.0,0,0,1,0,1,0,0,"[1, 4, 7, 10]",4
1024,1990.0,1.0,2012.0,0,0.0,0.0,0,0,1,0,0,0,1,0,0
1025,720.0,11.0,2009.0,0,0.0,0.0,1,0,0,0,1,0,0,0,0
1026,450.0,6.0,2011.0,1,48.0,2012.0,0,0,1,0,1,0,0,"[3, 6, 9, 12]",4
1027,190.0,6.0,2008.0,1,40.0,2011.0,1,0,0,0,0,0,1,"[1, 4, 7, 10]",4
1028,150.0,0.0,0.0,1,31.0,2013.0,1,0,0,0,1,0,0,"[1, 4, 7, 10]",4
1029,1590.0,3.0,2006.0,0,0.0,0.0,1,0,0,0,1,0,0,0,0
1030,36410.0,4.0,2008.0,0,0.0,0.0,1,0,0,0,1,0,0,0,0
1031,590.0,5.0,2001.0,0,0.0,0.0,0,0,0,1,1,0,0,0,0
1032,270.0,2.0,2013.0,1,40.0,2012.0,0,0,0,1,0,0,1,"[1, 4, 7, 10]",4
1033,7680.0,3.0,2006.0,0,0.0,0.0,1,0,0,0,1,0,0,0,0
1034,13750.0,4.0,2015.0,0,0.0,0.0,1,0,0,0,1,0,0,0,0
1035,27150.0,0.0,0.0,0,0.0,0.0,1,0,0,0,1,0,0,0,0
1036,9560.0,0.0,0.0,1,36.0,2013.0,0,0,0,1,0,0,1,"[1, 4, 7, 10]",4
1037,150.0,0.0,0.0,0,0.0,0.0,1,0,0,0,0,0,1,0,0
1038,17290.0,10.0,2013.0,0,0.0,0.0,0,0,0,1,1,0,0,0,0
1039,70.0,6.0,1990.0,1,22.0,2012.0,1,0,0,0,0,0,1,"[3, 6, 9, 12]",4
1040,4030.0,2.0,2013.0,1,10.0,2014.0,1,0,0,0,1,0,0,"[1, 4, 7, 10]",4
1041,1600.0,8.0,2013.0,1,40.0,2014.0,0,0,1,0,1,0,0,"[1, 4, 7, 10]",4
1042,3440.0,0.0,0.0,1,31.0,2013.0,1,0,0,0,1,0,0,"[2, 5, 8, 11]",4
1043,420.0,3.0,2006.0,0,0.0,0.0,0,0,1,0,1,0,0,0,0
1044,240.0,4.0,2015.0,1,13.0,2010.0,0,0,1,0,1,0,0,"[1, 4, 7, 10]",4
1045,26990.0,12.0,2013.0,0,0.0,0.0,1,0,0,0,0,0,1,0,0
1046,29070.0,4.0,2005.0,0,0.0,0.0,0,0,0,1,0,0,1,0,0
1047,3750.0,0.0,0.0,1,45.0,2009.0,1,0,0,0,1,0,0,"[2, 5, 8, 11]",4
1048,1860.0,9.0,2012.0,1,40.0,2012.0,0,0,0,1,0,0,1,"[1, 4, 7, 10]",4
1049,370.0,7.0,2012.0,1,14.0,2011.0,1,0,0,0,1,0,0,"[1, 4, 7, 10]",4
1050,13170.0,8.0,2014.0,1,9.0,2011.0,0,0,0,1,0,0,1,"[3, 6, 9, 12]",4
1051,200.0,7.0,1998.0,1,1.0,2012.0,0,0,1,0,1,0,0,"[1, 4, 7, 10]",4
1052,5080.0,0.0,0.0,1,31.0,2013.0,1,0,0,0,0,0,1,"[2, 5, 8, 11]",4
1053,1710.0,7.0,2015.0,0,0.0,0.0,1,0,0,0,1,0,0,0,0
1054,13190.0,0.0,0.0,1,45.0,2013.0,1,0,0,0,0,0,1,"[2, 5, 8, 11]",4
1055,1980.0,4.0,2009.0,0,0.0,0.0,0,0,1,0,1,0,0,0,0
1056,5350.0,0.0,0.0,1,40.0,2012.0,0,0,0,1,0,0,1,"[1, 4, 7, 10]",4
1057,3230.0,11.0,2011.0,0,0.0,0.0,0,0,0,1,0,0,1,0,0
1058,180.0,0.0,0.0,1,35.0,2010.0,1,0,0,0,0,0,1,"[3, 6, 9, 12]",4
1059,3380.0,4.0,2013.0,0,0.0,0.0,0,0,1,0,1,0,0,0,0
1060,3430.0,0.0,0.0,1,31.0,2013.0,1,0,0,0,0,0,1,"[2, 5, 8, 11]",4
1061,8110.0,0.0,0.0,0,0.0,0.0,0,0,0,1,0,0,1,0,0
1062,190.0,9.0,2012.0,1,40.0,2012.0,0,0,0,1,1,0,0,"[2, 5, 8, 11]",4
1063,6250.0,0.0,0.0,0,0.0,0.0,1,0,0,0,0,0,1,0,0
1064,420.0,0.0,0.0,0,0.0,0.0,1,0,0,0,0,0,1,0,0
1065,1290.0,0.0,0.0,1,35.0,2011.0,1,0,0,0,1,0,0,"[3, 6, 9, 12]",4
1066,3350.0,0.0,0.0,0,0.0,0.0,1,0,0,0,1,0,0,0,0
1067,12020.0,7.0,2009.0,0,0.0,0.0,0,0,0,1,0,0,1,0,0
1068,5010.0,0.0,0.0,1,5.0,2013.0,0,0,0,1,0,0,1,"[1, 4, 7, 10]",4
1069,18050.0,0.0,0.0,1,14.0,2011.0,1,0,0,0,0,0,1,"[1, 4, 7, 10]",4
1070,400.0,10.0,2008.0,0,0.0,0.0,0,0,1,0,0,0,1,0,0
1071,820.0,3.0,2012.0,1,35.0,2012.0,1,0,0,0,1,0,0,"[3, 6, 9, 12]",4
1072,5380.0,8.0,2015.0,1,5.0,2010.0,1,0,0,0,0,0,1,"[2, 5, 8, 11]",4
1073,1710.0,0.0,0.0,1,44.0,2012.0,1,0,0,0,0,0,1,"[1, 4, 7, 10]",4
1074,3330.0,10.0,2001.0,1,14.0,2011.0,0,0,1,0,0,0,1,"[1, 4, 7, 10]",4
1075,1410.0,10.0,2013.0,0,0.0,0.0,1,0,0,0,0,0,1,0,0
1076,90.0,0.0,0.0,1,1.0,2013.0,1,0,0,0,0,0,1,"[1, 4, 7, 10]",4
1077,3750.0,11.0,2001.0,1,35.0,2010.0,1,0,0,0,1,0,0,"[3, 6, 9, 12]",4
1078,670.0,0.0,0.0,1,40.0,2011.0,0,0,0,1,0,0,1,"[1, 4, 7, 10]",4
1079,16680.0,0.0,0.0,1,37.0,2009.0,1,0,0,0,1,0,0,"[1, 4, 7, 10]",4
1080,2410.0,0.0,0.0,1,40.0,2014.0,1,0,0,0,1,0,0,"[1, 4, 7, 10]",4
1081,400.0,3.0,2006.0,0,0.0,0.0,0,1,0,0,1,0,0,0,0
1082,440.0,4.0,2002.0,0,0.0,0.0,0,0,1,0,1,0,0,0,0
1083,11540.0,0.0,0.0,1,5.0,2013.0,0,0,0,1,0,0,1,"[2, 5, 8, 11]",4
1084,190.0,0.0,0.0,1,13.0,2010.0,1,0,0,0,1,0,0,"[1, 4, 7, 10]",4
1085,4030.0,2.0,2015.0,0,0.0,0.0,0,0,1,0,1,0,0,0,0
1086,180.0,11.0,2013.0,1,18.0,2011.0,1,0,0,0,1,0,0,"[2, 5, 8, 11]",4
1087,2210.0,11.0,2011.0,0,0.0,0.0,0,0,0,1,0,0,1,0,0
1088,4300.0,3.0,2009.0,1,27.0,2013.0,1,0,0,0,1,0,0,"[1, 4, 7, 10]",4
1089,5220.0,5.0,2009.0,0,0.0,0.0,0,0,0,1,1,0,0,0,0
1090,330.0,0.0,0.0,1,14.0,2011.0,1,0,0,0,1,0,0,"[1, 4, 7, 10]",4
1091,9990.0,0.0,0.0,0,0.0,0.0,1,0,0,0,0,0,1,0,0
1092,300.0,7.0,2000.0,1,40.0,2014.0,1,0,0,0,1,0,0,"[1, 4, 7, 10]",4
1093,10450.0,6.0,2009.0,0,0.0,0.0,0,0,1,0,0,0,1,0,0
1094,2380.0,3.0,2013.0,1,40.0,2014.0,0,0,0,1,1,0,0,"[1, 4, 7, 10]",4
1095,690.0,6.0,2007.0,1,14.0,2011.0,1,0,0,0,1,0,0,"[1, 4, 7, 10]",4
1096,1130.0,0.0,0.0,1,10.0,2014.0,1,0,0,0,0,0,1,"[3, 6, 9, 12]",4
1097,720.0,3.0,2002.0,0,0.0,0.0,0,1,0,0,0,1,0,0,0
1098,1830.0,11.0,2004.0,0,0.0,0.0,1,0,0,0,1,0,0,0,0
1099,200.0,4.0,2013.0,1,14.0,2013.0,1,0,0,0,0,0,1,"[1, 4, 7, 10]",4
1100,540.0,0.0,0.0,1,14.0,2011.0,1,0,0,0,1,0,0,"[1, 4, 7, 10]",4
1101,4060.0,9.0,2012.0,0,0.0,0.0,0,0,0,1,0,0,1,0,0
1102,850.0,11.0,2012.0,1,40.0,2014.0,1,0,0,0,1,0,0,"[1, 4, 7, 10]",4
